E,M
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
3,13
3,13
3,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,104
4,104
4,104
4,104
4,104
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
2,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
3,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
2,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,57
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
4,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
3,104
